,stim1,prompt1,answer1,trialsthisRepN,trialsthisTrialN,trialsthisIndex,participant,Trials_responsekeys,Trials_responsecorr,Trials_responsert,condition,stimLoc,promptType,leftRight,flipper,newCorrect
34,far_right,Home,right,0.0,12.0,5.0,52817250,right,1.0,2.5680000000000405,Frisbee,Far,Absolute,Right,flipper,1.0
35,far_left,Away,right,0.0,13.0,12.0,52817250,right,1.0,2.7379999999999995,Frisbee,Far,Absolute,Left,flipper,1.0
36,near_right,Left,right,0.0,14.0,3.0,52817250,left,0.0,1.9529999999999743,Frisbee,Near,Relative,Right,flipper,0.0
37,near_left,Left,right,0.0,15.0,2.0,52817250,right,1.0,1.3679999999999952,Frisbee,Near,Relative,Left,flipper,1.0
38,near_left,Home,left,1.0,0.0,6.0,52817250,left,1.0,1.0989999999999895,Frisbee,Near,Absolute,Left,flipper,1.0
39,far_left,Right,left,1.0,1.0,8.0,52817250,left,1.0,1.0009999999999764,Frisbee,Far,Relative,Left,flipper,1.0
40,far_left,Away,right,1.0,2.0,12.0,52817250,right,1.0,1.3679999999999952,Frisbee,Far,Absolute,Left,flipper,1.0
41,near_right,Away,left,1.0,3.0,15.0,52817250,left,1.0,1.1999999999999886,Frisbee,Near,Absolute,Right,flipper,1.0
42,near_right,Home,left,1.0,4.0,7.0,52817250,left,1.0,1.7339999999999804,Frisbee,Near,Absolute,Right,flipper,1.0
43,far_right,Home,right,1.0,5.0,5.0,52817250,right,1.0,1.8670000000000184,Frisbee,Far,Absolute,Right,flipper,1.0
44,far_right,Right,right,1.0,6.0,9.0,52817250,right,1.0,2.3210000000000264,Frisbee,Far,Relative,Right,flipper,1.0
45,far_right,Away,left,1.0,7.0,13.0,52817250,left,1.0,2.868000000000052,Frisbee,Far,Absolute,Right,flipper,1.0
46,near_left,Right,left,1.0,8.0,10.0,52817250,left,1.0,1.516999999999996,Frisbee,Near,Relative,Left,flipper,1.0
47,near_right,Right,right,1.0,9.0,11.0,52817250,right,1.0,1.1680000000000064,Frisbee,Near,Relative,Right,flipper,1.0
48,near_right,Left,right,1.0,10.0,3.0,52817250,right,1.0,1.4680000000000175,Frisbee,Near,Relative,Right,flipper,1.0
49,near_left,Left,right,1.0,11.0,2.0,52817250,right,1.0,1.6349999999999911,Frisbee,Near,Relative,Left,flipper,1.0
50,far_left,Home,right,1.0,12.0,4.0,52817250,right,1.0,2.134999999999991,Frisbee,Far,Absolute,Left,flipper,1.0
51,near_left,Away,right,1.0,13.0,14.0,52817250,right,1.0,1.41700000000003,Frisbee,Near,Absolute,Left,flipper,1.0
52,far_right,Left,left,1.0,14.0,1.0,52817250,left,1.0,1.8999999999999773,Frisbee,Far,Relative,Right,flipper,1.0
53,far_left,Left,left,1.0,15.0,0.0,52817250,left,1.0,0.8670000000000186,Frisbee,Far,Relative,Left,flipper,1.0
54,near_left,Right,left,2.0,0.0,10.0,52817250,left,1.0,1.066000000000031,Frisbee,Near,Relative,Left,flipper,1.0
55,far_right,Right,right,2.0,1.0,9.0,52817250,right,1.0,1.23599999999999,Frisbee,Far,Relative,Right,flipper,1.0
56,far_right,Home,right,2.0,2.0,5.0,52817250,right,1.0,1.6349999999999911,Frisbee,Far,Absolute,Right,flipper,1.0
57,near_left,Left,right,2.0,3.0,2.0,52817250,right,1.0,1.1340000000000146,Frisbee,Near,Relative,Left,flipper,1.0
58,near_left,Away,right,2.0,4.0,14.0,52817250,right,1.0,1.7019999999999982,Frisbee,Near,Absolute,Left,flipper,1.0
59,far_left,Home,right,2.0,5.0,4.0,52817250,right,1.0,1.8029999999999973,Frisbee,Far,Absolute,Left,flipper,1.0
60,near_right,Right,right,2.0,6.0,11.0,52817250,right,1.0,0.9669999999999844,Frisbee,Near,Relative,Right,flipper,1.0
61,near_left,Home,left,2.0,7.0,6.0,52817250,left,1.0,3.3530000000000086,Frisbee,Near,Absolute,Left,flipper,1.0
62,far_left,Left,left,2.0,8.0,0.0,52817250,left,1.0,1.9350000000000025,Frisbee,Far,Relative,Left,flipper,1.0
63,near_right,Away,left,2.0,9.0,15.0,52817250,left,1.0,1.6179999999999952,Frisbee,Near,Absolute,Right,flipper,1.0
64,far_right,Away,left,2.0,10.0,13.0,52817250,left,1.0,1.2019999999999982,Frisbee,Far,Absolute,Right,flipper,1.0
65,near_right,Home,left,2.0,11.0,7.0,52817250,left,1.0,2.236000000000047,Frisbee,Near,Absolute,Right,flipper,1.0
66,far_right,Left,left,2.0,12.0,1.0,52817250,left,1.0,2.2999999999999545,Frisbee,Far,Relative,Right,flipper,1.0
67,far_left,Away,right,2.0,13.0,12.0,52817250,right,1.0,1.5699999999999932,Frisbee,Far,Absolute,Left,flipper,1.0
68,far_left,Right,left,2.0,14.0,8.0,52817250,left,1.0,0.934000000000026,Frisbee,Far,Relative,Left,flipper,1.0
69,near_right,Left,right,2.0,15.0,3.0,52817250,right,1.0,1.3010000000000446,Frisbee,Near,Relative,Right,flipper,1.0
70,far_right,Home,right,3.0,0.0,5.0,52817250,right,1.0,2.2010000000000223,Frisbee,Far,Absolute,Right,flipper,1.0
71,near_right,Right,right,3.0,1.0,11.0,52817250,right,1.0,1.0670000000000073,Frisbee,Near,Relative,Right,flipper,1.0
72,far_left,Home,right,3.0,2.0,4.0,52817250,right,1.0,1.5349999999999682,Frisbee,Far,Absolute,Left,flipper,1.0
73,far_right,Right,right,3.0,3.0,9.0,52817250,right,1.0,1.0670000000000073,Frisbee,Far,Relative,Right,flipper,1.0
74,near_left,Home,left,3.0,4.0,6.0,52817250,right,0.0,2.3519999999999754,Frisbee,Near,Absolute,Left,flipper,0.0
75,near_left,Left,right,3.0,5.0,2.0,52817250,right,1.0,1.4350000000000025,Frisbee,Near,Relative,Left,flipper,1.0
76,near_right,Home,left,3.0,6.0,7.0,52817250,left,1.0,2.4519999999999977,Frisbee,Near,Absolute,Right,flipper,1.0
77,far_right,Left,left,3.0,7.0,1.0,52817250,left,1.0,1.301999999999964,Frisbee,Far,Relative,Right,flipper,1.0
78,far_left,Left,left,3.0,8.0,0.0,52817250,left,1.0,1.3829999999999814,Frisbee,Far,Relative,Left,flipper,1.0
79,far_right,Away,left,3.0,9.0,13.0,52817250,left,1.0,2.951999999999998,Frisbee,Far,Absolute,Right,flipper,1.0
80,near_right,Away,left,3.0,10.0,15.0,52817250,left,1.0,1.2010000000000218,Frisbee,Near,Absolute,Right,flipper,1.0
81,near_left,Away,right,3.0,11.0,14.0,52817250,right,1.0,1.0679999999999836,Frisbee,Near,Absolute,Left,flipper,1.0
82,far_left,Right,left,3.0,12.0,8.0,52817250,left,1.0,1.0009999999999764,Frisbee,Far,Relative,Left,flipper,1.0
83,near_left,Right,left,3.0,13.0,10.0,52817250,left,1.0,1.0360000000000014,Frisbee,Near,Relative,Left,flipper,1.0
84,far_left,Away,right,3.0,14.0,12.0,52817250,right,1.0,1.968999999999994,Frisbee,Far,Absolute,Left,flipper,1.0
85,near_right,Left,right,3.0,15.0,3.0,52817250,right,1.0,1.231999999999971,Frisbee,Near,Relative,Right,flipper,1.0
22,far_left,Left,left,0.0,0.0,0.0,55421948,left,1.0,1.0190000000000057,Frisbee,Far,Relative,Left,flipper,1.0
23,far_left,Right,left,0.0,1.0,8.0,55421948,left,1.0,0.7340000000000089,Frisbee,Far,Relative,Left,flipper,1.0
24,near_right,Away,left,0.0,2.0,15.0,55421948,left,1.0,1.0489999999999782,Frisbee,Near,Absolute,Right,flipper,1.0
25,near_right,Right,right,0.0,3.0,11.0,55421948,right,1.0,0.5500000000000114,Frisbee,Near,Relative,Right,flipper,1.0
26,far_right,Left,left,0.0,4.0,1.0,55421948,left,1.0,1.0819999999999936,Frisbee,Far,Relative,Right,flipper,1.0
27,near_right,Left,right,0.0,5.0,3.0,55421948,right,1.0,0.8660000000000139,Frisbee,Near,Relative,Right,flipper,1.0
28,near_left,Right,left,0.0,6.0,10.0,55421948,left,1.0,0.6490000000000009,Frisbee,Near,Relative,Left,flipper,1.0
29,near_left,Home,left,0.0,7.0,6.0,55421948,left,1.0,1.3840000000000146,Frisbee,Near,Absolute,Left,flipper,1.0
30,far_right,Home,right,0.0,8.0,5.0,55421948,right,1.0,1.5020000000000095,Frisbee,Far,Absolute,Right,flipper,1.0
31,far_left,Home,right,0.0,9.0,4.0,55421948,right,1.0,1.133999999999986,Frisbee,Far,Absolute,Left,flipper,1.0
32,far_left,Away,right,0.0,10.0,12.0,55421948,right,1.0,1.032000000000011,Frisbee,Far,Absolute,Left,flipper,1.0
33,near_left,Away,right,0.0,11.0,14.0,55421948,right,1.0,1.5149999999999864,Frisbee,Near,Absolute,Left,flipper,1.0
34,near_left,Left,right,0.0,12.0,2.0,55421948,right,1.0,1.532000000000011,Frisbee,Near,Relative,Left,flipper,1.0
35,far_right,Right,right,0.0,13.0,9.0,55421948,right,1.0,0.9000000000000057,Frisbee,Far,Relative,Right,flipper,1.0
36,near_right,Home,left,0.0,14.0,7.0,55421948,left,1.0,1.5,Frisbee,Near,Absolute,Right,flipper,1.0
37,far_right,Away,left,0.0,15.0,13.0,55421948,left,1.0,1.0330000000000157,Frisbee,Far,Absolute,Right,flipper,1.0
38,near_left,Right,left,1.0,0.0,10.0,55421948,left,1.0,0.8310000000000173,Frisbee,Near,Relative,Left,flipper,1.0
39,far_right,Home,right,1.0,1.0,5.0,55421948,left,0.0,1.4159999999999968,Frisbee,Far,Absolute,Right,flipper,0.0
40,near_right,Left,right,1.0,2.0,3.0,55421948,right,1.0,1.481999999999999,Frisbee,Near,Relative,Right,flipper,1.0
41,far_left,Home,right,1.0,3.0,4.0,55421948,right,1.0,1.6499999999999773,Frisbee,Far,Absolute,Left,flipper,1.0
42,near_right,Home,left,1.0,4.0,7.0,55421948,left,1.0,1.281000000000006,Frisbee,Near,Absolute,Right,flipper,1.0
43,near_left,Away,right,1.0,5.0,14.0,55421948,right,1.0,1.1340000000000146,Frisbee,Near,Absolute,Left,flipper,1.0
44,far_left,Left,left,1.0,6.0,0.0,55421948,left,1.0,1.2990000000000066,Frisbee,Far,Relative,Left,flipper,1.0
45,near_right,Away,left,1.0,7.0,15.0,55421948,left,1.0,1.448999999999984,Frisbee,Near,Absolute,Right,flipper,1.0
46,near_left,Left,right,1.0,8.0,2.0,55421948,right,1.0,1.3319999999999936,Frisbee,Near,Relative,Left,flipper,1.0
47,far_left,Right,left,1.0,9.0,8.0,55421948,left,1.0,0.7980000000000018,Frisbee,Far,Relative,Left,flipper,1.0
48,near_right,Right,right,1.0,10.0,11.0,55421948,right,1.0,0.5510000000000161,Frisbee,Near,Relative,Right,flipper,1.0
49,near_left,Home,left,1.0,11.0,6.0,55421948,left,1.0,1.4989999999999952,Frisbee,Near,Absolute,Left,flipper,1.0
50,far_right,Away,left,1.0,12.0,13.0,55421948,left,1.0,0.983000000000004,Frisbee,Far,Absolute,Right,flipper,1.0
51,far_left,Away,right,1.0,13.0,12.0,55421948,right,1.0,0.8679999999999949,Frisbee,Far,Absolute,Left,flipper,1.0
52,far_right,Left,left,1.0,14.0,1.0,55421948,left,1.0,1.2509999999999764,Frisbee,Far,Relative,Right,flipper,1.0
53,far_right,Right,right,1.0,15.0,9.0,55421948,right,1.0,0.8329999999999984,Frisbee,Far,Relative,Right,flipper,1.0
54,far_right,Right,right,2.0,0.0,9.0,55421948,right,1.0,0.9009999999999821,Frisbee,Far,Relative,Right,flipper,1.0
55,far_right,Away,left,2.0,1.0,13.0,55421948,left,1.0,0.8169999999999789,Frisbee,Far,Absolute,Right,flipper,1.0
56,near_left,Home,left,2.0,2.0,6.0,55421948,left,1.0,1.1819999999999882,Frisbee,Near,Absolute,Left,flipper,1.0
57,far_right,Home,right,2.0,3.0,5.0,55421948,right,1.0,1.5200000000000102,Frisbee,Far,Absolute,Right,flipper,1.0
58,near_left,Left,right,2.0,4.0,2.0,55421948,right,1.0,0.9659999999999798,Frisbee,Near,Relative,Left,flipper,1.0
59,near_right,Home,left,2.0,5.0,7.0,55421948,left,1.0,1.1829999999999927,Frisbee,Near,Absolute,Right,flipper,1.0
60,near_left,Away,right,2.0,6.0,14.0,55421948,right,1.0,0.6649999999999922,Frisbee,Near,Absolute,Left,flipper,1.0
61,far_left,Right,left,2.0,7.0,8.0,55421948,left,1.0,0.8329999999999699,Frisbee,Far,Relative,Left,flipper,1.0
62,far_left,Home,right,2.0,8.0,4.0,55421948,right,1.0,1.4669999999999843,Frisbee,Far,Absolute,Left,flipper,1.0
63,far_left,Left,left,2.0,9.0,0.0,55421948,left,1.0,1.0330000000000157,Frisbee,Far,Relative,Left,flipper,1.0
64,far_left,Away,right,2.0,10.0,12.0,55421948,right,1.0,0.8329999999999699,Frisbee,Far,Absolute,Left,flipper,1.0
65,near_right,Away,left,2.0,11.0,15.0,55421948,left,1.0,1.3850000000000475,Frisbee,Near,Absolute,Right,flipper,1.0
66,far_right,Left,left,2.0,12.0,1.0,55421948,left,1.0,1.4320000000000164,Frisbee,Far,Relative,Right,flipper,1.0
67,near_left,Right,left,2.0,13.0,10.0,55421948,left,1.0,0.7830000000000155,Frisbee,Near,Relative,Left,flipper,1.0
68,near_right,Right,right,2.0,14.0,11.0,55421948,right,1.0,1.2659999999999627,Frisbee,Near,Relative,Right,flipper,1.0
69,near_right,Left,right,2.0,15.0,3.0,55421948,right,1.0,1.532000000000039,Frisbee,Near,Relative,Right,flipper,1.0
70,near_right,Away,left,3.0,0.0,15.0,55421948,left,1.0,0.7180000000000177,Frisbee,Near,Absolute,Right,flipper,1.0
71,near_right,Right,right,3.0,1.0,11.0,55421948,right,1.0,0.7660000000000196,Frisbee,Near,Relative,Right,flipper,1.0
72,far_right,Right,right,3.0,2.0,9.0,55421948,right,1.0,0.7180000000000177,Frisbee,Far,Relative,Right,flipper,1.0
73,near_left,Away,right,3.0,3.0,14.0,55421948,right,1.0,0.6990000000000123,Frisbee,Near,Absolute,Left,flipper,1.0
74,far_right,Home,right,3.0,4.0,5.0,55421948,right,1.0,1.08299999999997,Frisbee,Far,Absolute,Right,flipper,1.0
75,far_left,Home,right,3.0,5.0,4.0,55421948,right,1.0,1.6329999999999814,Frisbee,Far,Absolute,Left,flipper,1.0
76,far_right,Away,left,3.0,6.0,13.0,55421948,left,1.0,0.6510000000000105,Frisbee,Far,Absolute,Right,flipper,1.0
77,far_right,Left,left,3.0,7.0,1.0,55421948,left,1.0,1.0339999999999918,Frisbee,Far,Relative,Right,flipper,1.0
78,far_left,Left,left,3.0,8.0,0.0,55421948,left,1.0,0.5999999999999659,Frisbee,Far,Relative,Left,flipper,1.0
79,near_right,Left,right,3.0,9.0,3.0,55421948,right,1.0,0.6829999999999927,Frisbee,Near,Relative,Right,flipper,1.0
80,near_left,Right,left,3.0,10.0,10.0,55421948,left,1.0,0.934000000000026,Frisbee,Near,Relative,Left,flipper,1.0
81,far_left,Right,left,3.0,11.0,8.0,55421948,left,1.0,0.7160000000000082,Frisbee,Far,Relative,Left,flipper,1.0
82,near_left,Home,left,3.0,12.0,6.0,55421948,left,1.0,1.1820000000000164,Frisbee,Near,Absolute,Left,flipper,1.0
83,near_right,Home,left,3.0,13.0,7.0,55421948,left,1.0,0.8149999999999977,Frisbee,Near,Absolute,Right,flipper,1.0
84,far_left,Away,right,3.0,14.0,12.0,55421948,right,1.0,0.8830000000000382,Frisbee,Far,Absolute,Left,flipper,1.0
85,near_left,Left,right,3.0,15.0,2.0,55421948,right,1.0,0.9329999999999928,Frisbee,Near,Relative,Left,flipper,1.0
22,far_right,Right,right,0.0,0.0,9.0,55572456,right,1.0,0.950999999999965,Frisbee,Far,Relative,Right,nonflipper,1.0
23,far_right,Home,right,0.0,1.0,5.0,55572456,right,1.0,0.9680000000000176,Frisbee,Far,Absolute,Right,nonflipper,1.0
24,far_left,Right,left,0.0,2.0,8.0,55572456,left,1.0,0.4670000000000414,Frisbee,Far,Relative,Left,nonflipper,1.0
25,far_right,Left,left,0.0,3.0,1.0,55572456,left,1.0,0.9669999999999844,Frisbee,Far,Relative,Right,nonflipper,1.0
26,near_right,Right,right,0.0,4.0,11.0,55572456,right,1.0,0.7169999999999845,Frisbee,Near,Relative,Right,nonflipper,1.0
27,near_left,Home,left,0.0,5.0,6.0,55572456,left,1.0,0.7330000000000041,Frisbee,Near,Absolute,Left,nonflipper,1.0
28,near_left,Right,left,0.0,6.0,10.0,55572456,left,1.0,0.8659999999999854,Frisbee,Near,Relative,Left,nonflipper,1.0
29,far_right,Away,left,0.0,7.0,13.0,55572456,left,1.0,0.6659999999999968,Frisbee,Far,Absolute,Right,nonflipper,1.0
30,far_left,Home,right,0.0,8.0,4.0,55572456,right,1.0,0.6500000000000341,Frisbee,Far,Absolute,Left,nonflipper,1.0
31,near_left,Left,right,0.0,9.0,2.0,55572456,right,1.0,0.7339999999999804,Frisbee,Near,Relative,Left,nonflipper,1.0
32,near_left,Away,right,0.0,10.0,14.0,55572456,right,1.0,0.7330000000000041,Frisbee,Near,Absolute,Left,nonflipper,1.0
33,near_right,Away,left,0.0,11.0,15.0,55572456,left,1.0,0.66700000000003,Frisbee,Near,Absolute,Right,nonflipper,1.0
34,near_right,Home,left,0.0,12.0,7.0,55572456,left,1.0,0.934000000000026,Frisbee,Near,Absolute,Right,nonflipper,1.0
35,near_right,Left,right,0.0,13.0,3.0,55572456,right,1.0,0.9839999999999804,Frisbee,Near,Relative,Right,nonflipper,1.0
36,far_left,Away,right,0.0,14.0,12.0,55572456,right,1.0,0.6169999999999618,Frisbee,Far,Absolute,Left,nonflipper,1.0
37,far_left,Left,left,0.0,15.0,0.0,55572456,left,1.0,0.8349999999999795,Frisbee,Far,Relative,Left,nonflipper,1.0
38,near_left,Home,left,1.0,0.0,6.0,55572456,left,1.0,0.8840000000000146,Frisbee,Near,Absolute,Left,nonflipper,1.0
39,far_left,Home,right,1.0,1.0,4.0,55572456,right,1.0,0.6999999999999886,Frisbee,Far,Absolute,Left,nonflipper,1.0
40,far_right,Home,right,1.0,2.0,5.0,55572456,right,1.0,0.7169999999999845,Frisbee,Far,Absolute,Right,nonflipper,1.0
41,near_left,Right,left,1.0,3.0,10.0,55572456,left,1.0,0.8340000000000032,Frisbee,Near,Relative,Left,nonflipper,1.0
42,far_right,Right,right,1.0,4.0,9.0,55572456,right,1.0,0.5499999999999545,Frisbee,Far,Relative,Right,nonflipper,1.0
43,near_right,Left,right,1.0,5.0,3.0,55572456,right,1.0,0.9000000000000341,Frisbee,Near,Relative,Right,nonflipper,1.0
44,near_right,Home,left,1.0,6.0,7.0,55572456,left,1.0,0.5670000000000073,Frisbee,Near,Absolute,Right,nonflipper,1.0
45,far_right,Away,left,1.0,7.0,13.0,55572456,right,0.0,1.6040000000000418,Frisbee,Far,Absolute,Right,nonflipper,0.0
46,near_left,Away,right,1.0,8.0,14.0,55572456,right,1.0,0.6669999999999732,Frisbee,Near,Absolute,Left,nonflipper,1.0
47,near_left,Left,right,1.0,9.0,2.0,55572456,right,1.0,0.934000000000026,Frisbee,Near,Relative,Left,nonflipper,1.0
48,far_left,Away,right,1.0,10.0,12.0,55572456,right,1.0,0.6170000000000186,Frisbee,Far,Absolute,Left,nonflipper,1.0
49,far_left,Right,left,1.0,11.0,8.0,55572456,left,1.0,0.6340000000000146,Frisbee,Far,Relative,Left,nonflipper,1.0
50,near_right,Away,left,1.0,12.0,15.0,55572456,left,1.0,0.6339999999999577,Frisbee,Near,Absolute,Right,nonflipper,1.0
51,far_right,Left,left,1.0,13.0,1.0,55572456,left,1.0,1.0339999999999918,Frisbee,Far,Relative,Right,nonflipper,1.0
52,far_left,Left,left,1.0,14.0,0.0,55572456,left,1.0,0.983000000000004,Frisbee,Far,Relative,Left,nonflipper,1.0
53,near_right,Right,right,1.0,15.0,11.0,55572456,right,1.0,0.5169999999999959,Frisbee,Near,Relative,Right,nonflipper,1.0
54,near_left,Right,left,2.0,0.0,10.0,55572456,left,1.0,0.5840000000000032,Frisbee,Near,Relative,Left,nonflipper,1.0
55,near_right,Away,left,2.0,1.0,15.0,55572456,left,1.0,0.6999999999999886,Frisbee,Near,Absolute,Right,nonflipper,1.0
56,near_right,Left,right,2.0,2.0,3.0,55572456,right,1.0,0.8340000000000032,Frisbee,Near,Relative,Right,nonflipper,1.0
57,far_right,Away,left,2.0,3.0,13.0,55572456,left,1.0,0.6669999999999732,Frisbee,Far,Absolute,Right,nonflipper,1.0
58,near_left,Left,right,2.0,4.0,2.0,55572456,right,1.0,0.7670000000000528,Frisbee,Near,Relative,Left,nonflipper,1.0
59,near_right,Home,left,2.0,5.0,7.0,55572456,left,1.0,1.0339999999999918,Frisbee,Near,Absolute,Right,nonflipper,1.0
60,far_right,Left,left,2.0,6.0,1.0,55572456,left,1.0,0.9000000000000341,Frisbee,Far,Relative,Right,nonflipper,1.0
61,far_right,Right,right,2.0,7.0,9.0,55572456,right,1.0,0.7170000000000414,Frisbee,Far,Relative,Right,nonflipper,1.0
62,far_left,Right,left,2.0,8.0,8.0,55572456,left,1.0,0.4490000000000123,Frisbee,Far,Relative,Left,nonflipper,1.0
63,far_left,Away,right,2.0,9.0,12.0,55572456,right,1.0,0.5339999999999918,Frisbee,Far,Absolute,Left,nonflipper,1.0
64,far_left,Left,left,2.0,10.0,0.0,55572456,left,1.0,0.8340000000000032,Frisbee,Far,Relative,Left,nonflipper,1.0
65,near_left,Away,right,2.0,11.0,14.0,55572456,right,1.0,0.6669999999999732,Frisbee,Near,Absolute,Left,nonflipper,1.0
66,far_right,Home,right,2.0,12.0,5.0,55572456,right,1.0,0.9170000000000301,Frisbee,Far,Absolute,Right,nonflipper,1.0
67,far_left,Home,right,2.0,13.0,4.0,55572456,right,1.0,1.1200000000000043,Frisbee,Far,Absolute,Left,nonflipper,1.0
68,near_left,Home,left,2.0,14.0,6.0,55572456,left,1.0,1.1650000000000205,Frisbee,Near,Absolute,Left,nonflipper,1.0
69,near_right,Right,right,2.0,15.0,11.0,55572456,right,1.0,0.6499999999999773,Frisbee,Near,Relative,Right,nonflipper,1.0
70,near_right,Home,left,3.0,0.0,7.0,55572456,left,1.0,0.9499999999999886,Frisbee,Near,Absolute,Right,nonflipper,1.0
71,far_right,Right,right,3.0,1.0,9.0,55572456,right,1.0,0.6340000000000146,Frisbee,Far,Relative,Right,nonflipper,1.0
72,near_right,Left,right,3.0,2.0,3.0,55572456,right,1.0,1.016999999999996,Frisbee,Near,Relative,Right,nonflipper,1.0
73,near_right,Right,right,3.0,3.0,11.0,55572456,right,1.0,0.5999999999999659,Frisbee,Near,Relative,Right,nonflipper,1.0
74,near_right,Away,left,3.0,4.0,15.0,55572456,left,1.0,0.7660000000000196,Frisbee,Near,Absolute,Right,nonflipper,1.0
75,far_right,Away,left,3.0,5.0,13.0,55572456,left,1.0,1.6510000000000105,Frisbee,Far,Absolute,Right,nonflipper,1.0
76,near_left,Home,left,3.0,6.0,6.0,55572456,left,1.0,1.1169999999999618,Frisbee,Near,Absolute,Left,nonflipper,1.0
77,near_left,Right,left,3.0,7.0,10.0,55572456,left,1.0,0.8839999999999577,Frisbee,Near,Relative,Left,nonflipper,1.0
78,far_left,Away,right,3.0,8.0,12.0,55572456,right,1.0,0.6669999999999732,Frisbee,Far,Absolute,Left,nonflipper,1.0
79,far_right,Left,left,3.0,9.0,1.0,55572456,left,1.0,0.950999999999965,Frisbee,Far,Relative,Right,nonflipper,1.0
80,far_left,Home,right,3.0,10.0,4.0,55572456,right,1.0,0.983000000000004,Frisbee,Far,Absolute,Left,nonflipper,1.0
81,near_left,Left,right,3.0,11.0,2.0,55572456,right,1.0,1.0669999999999504,Frisbee,Near,Relative,Left,nonflipper,1.0
82,far_left,Right,left,3.0,12.0,8.0,55572456,left,1.0,0.6329999999999814,Frisbee,Far,Relative,Left,nonflipper,1.0
83,far_left,Left,left,3.0,13.0,0.0,55572456,left,1.0,0.7839999999999918,Frisbee,Far,Relative,Left,nonflipper,1.0
84,near_left,Away,right,3.0,14.0,14.0,55572456,right,1.0,0.6170000000000186,Frisbee,Near,Absolute,Left,nonflipper,1.0
85,far_right,Home,right,3.0,15.0,5.0,55572456,right,1.0,0.9329999999999928,Frisbee,Far,Absolute,Right,nonflipper,1.0
22,near_left,Right,left,0.0,0.0,10.0,56499208,left,1.0,1.157999999999987,Frisbee,Near,Relative,Left,nonflipper,1.0
23,near_right,Left,right,0.0,1.0,3.0,56499208,right,1.0,2.02200000000002,Frisbee,Near,Relative,Right,nonflipper,1.0
24,far_right,Right,right,0.0,2.0,9.0,56499208,right,1.0,1.5760000000000218,Frisbee,Far,Relative,Right,nonflipper,1.0
25,far_left,Home,right,0.0,3.0,4.0,56499208,right,1.0,1.7750000000000057,Frisbee,Far,Absolute,Left,nonflipper,1.0
26,near_right,Right,right,0.0,4.0,11.0,56499208,right,1.0,1.8899999999999864,Frisbee,Near,Relative,Right,nonflipper,1.0
27,far_left,Away,right,0.0,5.0,12.0,56499208,right,1.0,1.1940000000000168,Frisbee,Far,Absolute,Left,nonflipper,1.0
28,near_right,Home,left,0.0,6.0,7.0,56499208,right,0.0,1.0949999999999989,Frisbee,Near,Absolute,Right,nonflipper,0.0
29,far_left,Right,left,0.0,7.0,8.0,56499208,left,1.0,1.5589999999999975,Frisbee,Far,Relative,Left,nonflipper,1.0
30,far_right,Home,right,0.0,8.0,5.0,56499208,right,1.0,2.3380000000000223,Frisbee,Far,Absolute,Right,nonflipper,1.0
31,near_left,Left,right,0.0,9.0,2.0,56499208,right,1.0,2.5039999999999907,Frisbee,Near,Relative,Left,nonflipper,1.0
32,near_left,Home,left,0.0,10.0,6.0,56499208,left,1.0,1.0790000000000075,Frisbee,Near,Absolute,Left,nonflipper,1.0
33,near_right,Away,left,0.0,11.0,15.0,56499208,left,1.0,1.078000000000003,Frisbee,Near,Absolute,Right,nonflipper,1.0
34,far_right,Left,left,0.0,12.0,1.0,56499208,left,1.0,1.641999999999996,Frisbee,Far,Relative,Right,nonflipper,1.0
35,near_left,Away,right,0.0,13.0,14.0,56499208,right,1.0,2.9010000000000105,Frisbee,Near,Absolute,Left,nonflipper,1.0
36,far_left,Left,left,0.0,14.0,0.0,56499208,left,1.0,1.7909999999999968,Frisbee,Far,Relative,Left,nonflipper,1.0
37,far_right,Away,left,0.0,15.0,13.0,56499208,left,1.0,1.5930000000000175,Frisbee,Far,Absolute,Right,nonflipper,1.0
38,far_right,Away,left,1.0,0.0,13.0,56499208,left,1.0,0.8109999999999786,Frisbee,Far,Absolute,Right,nonflipper,1.0
39,far_left,Away,right,1.0,1.0,12.0,56499208,right,1.0,1.2920000000000016,Frisbee,Far,Absolute,Left,nonflipper,1.0
40,near_right,Home,left,1.0,2.0,7.0,56499208,left,1.0,1.2940000000000111,Frisbee,Near,Absolute,Right,nonflipper,1.0
41,far_left,Home,right,1.0,3.0,4.0,56499208,right,1.0,1.9080000000000157,Frisbee,Far,Absolute,Left,nonflipper,1.0
42,far_left,Right,left,1.0,4.0,8.0,56499208,left,1.0,1.2419999999999902,Frisbee,Far,Relative,Left,nonflipper,1.0
43,far_right,Home,right,1.0,5.0,5.0,56499208,right,1.0,1.8420000000000132,Frisbee,Far,Absolute,Right,nonflipper,1.0
44,near_left,Away,right,1.0,6.0,14.0,56499208,right,1.0,2.272999999999996,Frisbee,Near,Absolute,Left,nonflipper,1.0
45,near_right,Left,right,1.0,7.0,3.0,56499208,right,1.0,1.5090000000000146,Frisbee,Near,Relative,Right,nonflipper,1.0
46,near_right,Right,right,1.0,8.0,11.0,56499208,right,1.0,1.0279999999999916,Frisbee,Near,Relative,Right,nonflipper,1.0
47,far_right,Right,right,1.0,9.0,9.0,56499208,right,1.0,1.2439999999999998,Frisbee,Far,Relative,Right,nonflipper,1.0
